FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD5071,311.10909999999996,32.2999,Specific Growth Rate
MTD5071,335.18679999999995,29.6623,Specific Growth Rate
MTD5071,319.0882,14.9545,Specific Growth Rate
MTD5072,307.0498,36.9847,Specific Growth Rate
MTD5072,330.8764,28.410999999999998,Specific Growth Rate
MTD5072,311.0625,29.7031,Specific Growth Rate
MTD5072,315.13149999999996,21.1853,Specific Growth Rate
MTD5072,319.0386,13.5324,Specific Growth Rate
MTD5072,322.98679999999996,10.6402,Specific Growth Rate
MTD5072,327.12149999999997,18.1352,Specific Growth Rate
MTD5073,327.15479999999997,1042.23123,Rate of photosynthesis
MTD5073,323.1527,905.7762299999999,Rate of photosynthesis
MTD5073,315.1595,316.11523,Rate of photosynthesis
MTD5073,331.12249999999995,618.46923,Rate of photosynthesis
MTD5073,311.2165,14.74455,Rate of photosynthesis
MTD5073,319.1567,593.93023,Rate of photosynthesis
MTD5073,335.2036,1.0,Rate of photosynthesis
MTD5074,331.102,1211.71,Rate of photosynthesis
MTD5074,335.0806,468.582,Rate of photosynthesis
MTD5074,311.20579999999995,322.649,Rate of photosynthesis
MTD5074,307.20989999999995,5.567740000000001,Rate of photosynthesis
MTD5074,339.10319999999996,0.32340100000000005,Rate of photosynthesis
MTD5074,314.98949999999996,595.211,Rate of photosynthesis
MTD5074,319.0891,1003.92,Rate of photosynthesis
MTD5074,323.1937,1266.04,Rate of photosynthesis
MTD5074,327.09229999999997,1303.01,Rate of photosynthesis
MTD5075,315.1988,723.5010000000001,Rate of photosynthesis
MTD5075,319.40799999999996,1051.07,Rate of photosynthesis
MTD5075,331.0467,1269.3,Rate of photosynthesis
MTD5075,311.258,356.685,Rate of photosynthesis
MTD5075,327.1912,1533.38,Rate of photosynthesis
MTD5075,323.1921,1313.16,Rate of photosynthesis
MTD5075,335.0791,513.085,Rate of photosynthesis
MTD5075,307.31669999999997,8.194289999999999,Rate of photosynthesis
MTD5075,339.21,2.9499400000000002,Rate of photosynthesis
MTD5076,335.18449999999996,554.9780000000001,Rate of photosynthesis
MTD5076,327.13289999999995,1677.36,Rate of photosynthesis
MTD5076,331.25879999999995,1313.82,Rate of photosynthesis
MTD5076,303.36339999999996,7.8708800000000005,Rate of photosynthesis
MTD5076,319.19329999999997,1082.47,Rate of photosynthesis
MTD5076,339.1567,0.327771,Rate of photosynthesis
MTD5076,323.1882,1428.34,Rate of photosynthesis
MTD5076,315.251,760.154,Rate of photosynthesis
MTD5076,311.4147,464.028,Rate of photosynthesis
MTD5076,307.1506,178.338,Rate of photosynthesis
MTD5077,307.14549999999997,327.553,Rate of photosynthesis
MTD5077,303.41639999999995,20.9643,Rate of photosynthesis
MTD5077,327.1407,1449.61,Rate of photosynthesis
MTD5077,331.2228,803.346,Rate of photosynthesis
MTD5077,311.4604,689.163,Rate of photosynthesis
MTD5077,335.2566,7.862139999999999,Rate of photosynthesis
MTD5077,323.1762,1779.13,Rate of photosynthesis
MTD5077,315.40229999999997,1021.95,Rate of photosynthesis
MTD5077,319.12969999999996,1380.89,Rate of photosynthesis
MTD5084,262.90951443,1.22213,Specific Growth Rate
MTD5084,268.0771097,2.4830829999999997,Specific Growth Rate
MTD5084,309.61094289,6.08664,Specific Growth Rate
MTD5084,302.97797047,6.28196,Specific Growth Rate
MTD5084,288.07319364,6.01288,Specific Growth Rate
MTD5084,257.99993292,1.0,Specific Growth Rate
MTD5084,297.84242944,6.350840000000001,Specific Growth Rate
MTD5084,283.030349344,5.43136,Specific Growth Rate
MTD5084,277.90592328699995,4.51008,Specific Growth Rate
MTD5084,293.08151769,5.701239999999999,Specific Growth Rate
MTD5084,273.138967644,2.6858481,Specific Growth Rate
MTD5085,277.60273383199996,3.1794,Specific Growth Rate
MTD5085,277.759260494,3.2744400000000002,Specific Growth Rate
MTD5085,276.485209424,3.04822,Specific Growth Rate
MTD5085,284.00699792999995,3.3374,Specific Growth Rate
MTD5085,277.81559156699996,2.62319,Specific Growth Rate
MTD5085,280.37356974399995,3.5659,Specific Growth Rate
MTD5085,290.20415863,3.7078300000000004,Specific Growth Rate
MTD5085,276.390451263,2.82143,Specific Growth Rate
MTD5085,275.16069384499997,2.6976299999999998,Specific Growth Rate
MTD5085,275.00556886299995,2.49283,Specific Growth Rate
MTD5085,277.665940107,3.3403400000000003,Specific Growth Rate
MTD5085,281.51805797599997,3.21415,Specific Growth Rate
MTD5085,288.25089357999997,4.43308,Specific Growth Rate
MTD5085,286.51160659,4.00214,Specific Growth Rate
MTD5085,297.32172589,4.27555,Specific Growth Rate
MTD5085,297.32349390999997,4.48775,Specific Growth Rate
MTD5085,288.22015408,4.76237,Specific Growth Rate
MTD5085,281.61715836999997,3.4994699999999996,Specific Growth Rate
MTD5085,292.16700266,4.7387,Specific Growth Rate
MTD5085,284.40844466,4.41284,Specific Growth Rate
MTD5085,286.57482898999996,3.66552,Specific Growth Rate
MTD5085,284.47397916999995,4.47867,Specific Growth Rate
MTD5085,284.10624436999996,3.5568699999999995,Specific Growth Rate
MTD5085,294.03203184999995,3.79399,Specific Growth Rate
MTD5085,292.09872937,4.8265400000000005,Specific Growth Rate
MTD5085,289.83070988,3.7445800000000005,Specific Growth Rate
MTD5085,297.78655254999995,4.27536,Specific Growth Rate
MTD5085,297.67486166,3.85101,Specific Growth Rate
MTD5086,281.202195627,3.66796,Specific Growth Rate
MTD5086,281.589403228,3.99705,Specific Growth Rate
MTD5086,283.68633368999997,3.9229199999999995,Specific Growth Rate
MTD5086,283.84738094,3.72528,Specific Growth Rate
MTD5086,285.61962321,4.08303,Specific Growth Rate
MTD5086,290.61488297,3.86131,Specific Growth Rate
MTD5086,290.81941278,3.8173199999999996,Specific Growth Rate
MTD5086,279.55450194599996,4.06385,Specific Growth Rate
MTD5086,286.61014715,3.8630699999999996,Specific Growth Rate
MTD5086,293.2989978,3.6406400000000003,Specific Growth Rate
MTD5086,292.78633039,4.5116,Specific Growth Rate
MTD5086,289.32338832,3.81797,Specific Growth Rate
MTD5086,288.74862122999997,3.767,Specific Growth Rate
MTD5087,282.94065885599997,4.60816,Specific Growth Rate
MTD5087,283.37522564,4.7947,Specific Growth Rate
MTD5087,283.63403267999996,4.59802,Specific Growth Rate
MTD5087,283.93684109,4.4602900000000005,Specific Growth Rate
MTD5087,285.68816565,4.439830000000001,Specific Growth Rate
MTD5087,300.08582455,4.97419,Specific Growth Rate
MTD5087,300.50153707,5.1460099999999995,Specific Growth Rate
MTD5087,293.15454815,5.12451,Specific Growth Rate
MTD5087,288.71860906999996,4.72349,Specific Growth Rate
MTD5087,296.01300089,5.25106,Specific Growth Rate
MTD5087,289.26229436999995,4.9493,Specific Growth Rate
MTD5087,289.21795464999997,5.11639,Specific Growth Rate
MTD5087,292.82662614,4.76101,Specific Growth Rate
MTD5087,291.13013808,5.4398800000000005,Specific Growth Rate
MTD5087,281.472099078,3.80294,Specific Growth Rate
MTD5087,290.85240113,5.0174,Specific Growth Rate
MTD5087,289.58227755999997,5.35211,Specific Growth Rate
MTD5087,286.08374243,4.2725800000000005,Specific Growth Rate
MTD5087,281.17926584099996,4.48121,Specific Growth Rate
MTD5087,286.62000493,4.773569999999999,Specific Growth Rate
MTD5087,279.439667579,4.41323,Specific Growth Rate
MTD5087,286.4894443,5.0586400000000005,Specific Growth Rate
MTD5087,294.18167483999997,5.39926,Specific Growth Rate
MTD5087,296.91828511999995,5.67329,Specific Growth Rate
MTD5087,293.81001068999996,5.58615,Specific Growth Rate
MTD5087,297.39423173999995,5.54533,Specific Growth Rate
MTD5087,279.863538539,4.5997699999999995,Specific Growth Rate
MTD5088,299.45588864999996,4.97445,Specific Growth Rate
MTD5088,299.5554597,5.2889,Specific Growth Rate
MTD5088,275.5238397,3.4028199999999997,Specific Growth Rate
MTD5088,294.93218034999995,5.56602,Specific Growth Rate
MTD5088,294.9313105,5.4972199999999996,Specific Growth Rate
MTD5088,284.89703821,4.3615699999999995,Specific Growth Rate
MTD5088,280.15913038599996,4.51118,Specific Growth Rate
MTD5088,277.802471331,4.07986,Specific Growth Rate
MTD5088,275.487406093,3.89424,Specific Growth Rate
MTD5088,289.85339215,5.25371,Specific Growth Rate
MTD5088,277.800927855,3.9226099999999997,Specific Growth Rate
MTD5088,276.311026744,4.08057,Specific Growth Rate
MTD5088,280.11596801099995,4.41292,Specific Growth Rate
MTD5089,296.7525,0.06080409999999999,Specific Growth Rate
MTD5089,297.37469999999996,0.05741659999999999,Specific Growth Rate
MTD5089,296.1991,0.05790359999999999,Specific Growth Rate
MTD5089,294.4366,0.05879109999999999,Specific Growth Rate
MTD5089,293.5762,0.0582523,Specific Growth Rate
MTD5089,292.9889,0.0585743,Specific Growth Rate
MTD5089,298.18399999999997,0.0583491,Specific Growth Rate
MTD5089,292.6608,0.0574784,Specific Growth Rate
MTD5089,302.4894,0.052791599999999994,Specific Growth Rate
MTD5089,297.1241,0.0602491,Specific Growth Rate
MTD5089,291.40389999999996,0.053408300000000006,Specific Growth Rate
MTD5089,290.28569999999996,0.054523199999999994,Specific Growth Rate
MTD5089,288.97569999999996,0.0505324,Specific Growth Rate
MTD5089,289.5754,0.0522534,Specific Growth Rate
MTD5089,281.60731,0.0369546,Specific Growth Rate
MTD5089,284.3096,0.0408486,Specific Growth Rate
MTD5089,284.9667,0.0431976,Specific Growth Rate
MTD5089,285.99359999999996,0.0446773,Specific Growth Rate
MTD5089,287.18789999999996,0.0472551,Specific Growth Rate
MTD5089,282.91062,0.0398453,Specific Growth Rate
MTD5089,292.9674,0.055038199999999995,Specific Growth Rate
MTD5089,292.063,0.0560716,Specific Growth Rate
MTD5089,288.65279999999996,0.05030080000000001,Specific Growth Rate
MTD5089,292.2074,0.05339780000000001,Specific Growth Rate
MTD5089,303.2877,0.05191659999999999,Specific Growth Rate
MTD5089,304.2428,0.050411000000000004,Specific Growth Rate
MTD5089,305.56809999999996,0.0393128,Specific Growth Rate
MTD5089,297.7219,0.0616558,Specific Growth Rate
MTD5089,295.2469,0.0598807,Specific Growth Rate
MTD5089,291.25419999999997,0.0552178,Specific Growth Rate
MTD5089,300.39029999999997,0.0599705,Specific Growth Rate
MTD5089,288.55289999999997,0.051480899999999996,Specific Growth Rate
MTD5089,288.37489999999997,0.0486541,Specific Growth Rate
MTD5089,296.83,0.055930600000000004,Specific Growth Rate
MTD5089,290.1733,0.0536602,Specific Growth Rate
MTD5089,289.5668,0.050838999999999995,Specific Growth Rate
MTD5089,299.0841,0.0566084,Specific Growth Rate
MTD5089,299.8445,0.058327300000000006,Specific Growth Rate
MTD5089,298.2638,0.0538686,Specific Growth Rate
MTD5089,299.7202,0.0554998,Specific Growth Rate
MTD5089,301.13779999999997,0.0595678,Specific Growth Rate
MTD5089,301.59979999999996,0.0562611,Specific Growth Rate
MTD5089,300.7954,0.0561144,Specific Growth Rate
MTD5089,304.3193,0.0541822,Specific Growth Rate
MTD5089,302.125,0.054525300000000006,Specific Growth Rate
MTD5089,301.05359999999996,0.054539300000000006,Specific Growth Rate
MTD5090,284.6764,0.030432999999999998,Specific Growth Rate
MTD5090,285.3126,0.030998200000000004,Specific Growth Rate
MTD5090,286.14919999999995,0.033561400000000005,Specific Growth Rate
MTD5090,286.73749999999995,0.034508,Specific Growth Rate
MTD5090,289.62829999999997,0.0384796,Specific Growth Rate
MTD5090,281.67843999999997,0.0227482,Specific Growth Rate
MTD5090,287.22889999999995,0.035741300000000004,Specific Growth Rate
MTD5090,289.82719999999995,0.039906199999999996,Specific Growth Rate
MTD5090,288.45239999999995,0.0368721,Specific Growth Rate
MTD5090,289.09319999999997,0.0392468,Specific Growth Rate
MTD5090,291.0507,0.041037,Specific Growth Rate
MTD5090,291.34999999999997,0.0435103,Specific Growth Rate
MTD5090,291.8868,0.0434098,Specific Growth Rate
MTD5090,293.09619999999995,0.0391121,Specific Growth Rate
MTD5090,283.15389999999996,0.026924200000000002,Specific Growth Rate
MTD5090,292.3728,0.042547800000000004,Specific Growth Rate
MTD5090,294.2704,0.0400529,Specific Growth Rate
MTD5090,294.8049,0.0390952,Specific Growth Rate
MTD5090,295.39689999999996,0.0414704,Specific Growth Rate
MTD5090,296.11519999999996,0.036034699999999996,Specific Growth Rate
MTD5090,290.46779999999995,0.0421856,Specific Growth Rate
MTD5090,283.989,0.028916000000000004,Specific Growth Rate
MTD5090,293.63939999999997,0.041487699999999995,Specific Growth Rate
MTD5090,287.9144,0.0364964,Specific Growth Rate
MTD5091,286.62919999999997,0.07758810000000001,Specific Growth Rate
MTD5091,287.0925,0.0796868,Specific Growth Rate
MTD5091,274.59974,0.0427169,Specific Growth Rate
MTD5091,282.75773,0.0703839,Specific Growth Rate
MTD5091,275.6991,0.046519599999999994,Specific Growth Rate
MTD5091,282.52351999999996,0.06631489999999998,Specific Growth Rate
MTD5091,276.91418999999996,0.0507156,Specific Growth Rate
MTD5091,280.61569,0.0615967,Specific Growth Rate
MTD5091,283.9131,0.07221699999999999,Specific Growth Rate
MTD5091,284.7224,0.07405149999999999,Specific Growth Rate
MTD5091,277.95486,0.0533369,Specific Growth Rate
MTD5091,287.95689999999996,0.07850130000000001,Specific Growth Rate
MTD5091,279.11148,0.056614199999999996,Specific Growth Rate
MTD5091,285.1284,0.07667560000000001,Specific Growth Rate
MTD5091,285.8791,0.07746010000000002,Specific Growth Rate
MTD5091,273.73169199999995,0.03956969999999999,Specific Growth Rate
MTD5091,281.36812999999995,0.0644819,Specific Growth Rate
MTD5091,279.74775999999997,0.0585808,Specific Growth Rate
MTD5091,290.9016,0.08137689999999999,Specific Growth Rate
MTD5091,293.42819999999995,0.0673175,Specific Growth Rate
MTD5091,288.65189999999996,0.08164930000000001,Specific Growth Rate
MTD5091,289.4036,0.0837467,Specific Growth Rate
MTD5091,294.4598,0.05917290000000001,Specific Growth Rate
MTD5091,291.7645,0.0783534,Specific Growth Rate
MTD5091,292.6273,0.07532989999999999,Specific Growth Rate
MTD5091,290.21119999999996,0.08361189999999999,Specific Growth Rate
MTD5092,285.7512,0.0626246,Specific Growth Rate
MTD5092,280.60826,0.052800099999999996,Specific Growth Rate
MTD5092,284.5922,0.05659019999999999,Specific Growth Rate
MTD5092,289.27029999999996,0.0624779,Specific Growth Rate
MTD5092,289.9649,0.065232,Specific Growth Rate
MTD5092,276.96822,0.0463827,Specific Growth Rate
MTD5092,277.95086999999995,0.048610400000000005,Specific Growth Rate
MTD5092,295.7106,0.0373728,Specific Growth Rate
MTD5092,282.22785,0.0577822,Specific Growth Rate
MTD5092,274.59806999999995,0.0407475,Specific Growth Rate
MTD5092,294.73409999999996,0.0423662,Specific Growth Rate
MTD5092,273.0937502,0.0356337,Specific Growth Rate
MTD5092,276.10217,0.04559880000000001,Specific Growth Rate
MTD5092,284.99859999999995,0.059608100000000004,Specific Growth Rate
MTD5092,288.4625,0.0623501,Specific Growth Rate
MTD5092,293.6984,0.0456531,Specific Growth Rate
MTD5092,292.8966,0.0526151,Specific Growth Rate
MTD5092,287.7154,0.06576699999999999,Specific Growth Rate
MTD5092,292.2091,0.058395,Specific Growth Rate
MTD5092,291.287,0.059449300000000004,Specific Growth Rate
MTD5092,290.4826,0.06339159999999999,Specific Growth Rate
MTD5092,287.3673,0.0635366,Specific Growth Rate
MTD5092,286.4434,0.0624903,Specific Growth Rate
MTD5092,281.35981,0.05463490000000001,Specific Growth Rate
MTD5092,282.80476999999996,0.05777959999999999,Specific Growth Rate
MTD5092,283.7847,0.056725,Specific Growth Rate
MTD5092,279.85625999999996,0.0504402,Specific Growth Rate
MTD5092,278.93341,0.0507068,Specific Growth Rate
MTD5093,313.30429999999996,0.142878,Specific Growth Rate
MTD5093,284.4018,0.0442331,Specific Growth Rate
MTD5093,306.59939999999995,0.14274,Specific Growth Rate
MTD5093,308.0009,0.139509,Specific Growth Rate
MTD5093,317.1762,0.0970154,Specific Growth Rate
MTD5093,302.48229999999995,0.12326300000000001,Specific Growth Rate
MTD5093,301.0247,0.119297,Specific Growth Rate
MTD5093,299.56879999999995,0.118172,Specific Growth Rate
MTD5093,305.1901,0.132144,Specific Growth Rate
MTD5093,311.1209,0.14213699999999999,Specific Growth Rate
MTD5093,282.83979,0.0393207,Specific Growth Rate
MTD5093,299.3597,0.11609000000000001,Specific Growth Rate
MTD5093,303.68309999999997,0.132724,Specific Growth Rate
MTD5093,314.9565,0.123547,Specific Growth Rate
MTD5093,309.6158,0.14593599999999998,Specific Growth Rate
MTD5093,297.95399999999995,0.11193399999999999,Specific Growth Rate
MTD5093,296.7544,0.104556,Specific Growth Rate
MTD5093,279.29697,0.0243854,Specific Growth Rate
MTD5093,281.17141,0.030242400000000003,Specific Growth Rate
MTD5093,294.6683,0.09226160000000001,Specific Growth Rate
MTD5093,294.09549999999996,0.09037200000000001,Specific Growth Rate
MTD5093,292.6889,0.08451139999999999,Specific Growth Rate
MTD5093,291.3327,0.0759989,Specific Growth Rate
MTD5093,290.0827,0.0714629,Specific Growth Rate
MTD5093,288.6764,0.0663599,Specific Growth Rate
MTD5093,287.2689,0.0589842,Specific Growth Rate
MTD5093,285.91249999999997,0.0500929,Specific Growth Rate
MTD5095,356.479,74.8649,Specific Growth Rate
MTD5095,348.0782,19.3822,Specific Growth Rate
MTD5095,350.1343,34.7876,Specific Growth Rate
MTD5095,345.1996,21.6988,Specific Growth Rate
MTD5095,353.24789999999996,31.5444,Specific Growth Rate
MTD5095,345.0234,22.8571,Specific Growth Rate
MTD5095,346.1396,24.4788,Specific Growth Rate
MTD5095,348.3132,24.8263,Specific Growth Rate
MTD5095,337.1513,23.7838,Specific Growth Rate
MTD5095,331.04159999999996,27.2587,Specific Growth Rate
MTD5095,339.6774,24.9421,Specific Growth Rate
MTD5095,339.6187,19.8456,Specific Growth Rate
MTD5095,339.0312,18.6873,Specific Growth Rate
MTD5095,344.6121,18.6873,Specific Growth Rate
MTD5095,336.1526,23.7838,Specific Growth Rate
MTD5095,340.6174,19.6139,Specific Growth Rate
MTD5095,343.14349999999996,27.3745,Specific Growth Rate
MTD5095,340.0886,16.9498,Specific Growth Rate
MTD5095,326.28319999999997,29.9228,Specific Growth Rate
MTD5095,343.61339999999996,17.529,Specific Growth Rate
MTD5095,331.04159999999996,21.1197,Specific Growth Rate
MTD5095,333.039,18.2239,Specific Growth Rate
MTD5095,335.03639999999996,23.7838,Specific Growth Rate
MTD5096,360.10799999999995,1.02366,Specific Growth Rate
MTD5096,355.65,1.12903,Specific Growth Rate
MTD5096,346.9237,7.572039999999999,Specific Growth Rate
MTD5096,345.0741,12.027999999999999,Specific Growth Rate
MTD5096,367.03209999999996,1.7914,Specific Growth Rate
MTD5096,351.14459999999997,1.32473,Specific Growth Rate
MTD5096,364.4711,1.43011,Specific Growth Rate
MTD5097,293.16659999999996,1.29846,Specific Growth Rate
MTD5097,302.15279999999996,4.41246,Specific Growth Rate
MTD5097,277.1395,4.18048,Specific Growth Rate
MTD5097,287.13239999999996,2.18613,Specific Growth Rate
MTD5097,282.13592,3.1932099999999997,Specific Growth Rate
MTD5097,291.1882,1.59437,Specific Growth Rate
MTD5097,296.13259999999997,1.33974,Specific Growth Rate
MTD5097,299.1968,1.53949,Specific Growth Rate
MTD5097,280.10796999999997,3.50889,Specific Growth Rate
MTD5099,303.09799999999996,1.120718162,Specific Growth Rate
MTD5099,299.10049999999995,1.0905389620000001,Specific Growth Rate
MTD5099,295.10299999999995,1.080479062,Specific Growth Rate
