FinalID,ConTemp_K,OriginalTraitValue,StandardisedTraitName
MTD3392,290.625496,1.8520124,net photosynthesis
MTD3392,277.2316135,0.012440447,net photosynthesis
MTD3392,280.11820739999996,0.011967455,net photosynthesis
MTD3392,295.034245,3.1162755,net photosynthesis
MTD3392,297.26998,1.9426843,net photosynthesis
MTD3392,304.31051099999996,0.0,net photosynthesis
MTD3392,302.25170199999997,0.37538317,net photosynthesis
MTD3392,300.24075999999997,1.0114827,net photosynthesis
MTD3392,284.156521,0.7912710000000001,net photosynthesis
MTD3392,285.625772,1.1711813,net photosynthesis
MTD3392,288.3338665,1.7671816000000002,net photosynthesis
MTD3392,299.602127,1.3655211,net photosynthesis
MTD3392,292.962788,1.9171726999999998,net photosynthesis
MTD3393,286.144475,3.3759842000000004,net photosynthesis
MTD3393,281.326796,2.4704723,net photosynthesis
MTD3393,297.23839799999996,3.0118110000000002,net photosynthesis
MTD3393,289.017403,3.7204723,net photosynthesis
MTD3393,293.03950299999997,3.0413387000000003,net photosynthesis
MTD3393,284.37651999999997,2.46063,net photosynthesis
MTD3393,295.07265099999995,3.0610237000000002,net photosynthesis
MTD3393,299.49253999999996,0.7677165,net photosynthesis
MTD3393,277.2604975,0.0,net photosynthesis
MTD3393,301.835083,0.0,net photosynthesis
MTD3393,291.050553,3.179134,net photosynthesis
MTD3393,279.29364619999996,1.8602362000000001,net photosynthesis
MTD3394,303.270747,1.8799213,net photosynthesis
MTD3394,286.366246,1.8700787,net photosynthesis
MTD3394,291.152195,2.8641732,net photosynthesis
MTD3394,289.308068,2.2637796000000003,net photosynthesis
MTD3394,299.143414,2.2145669999999997,net photosynthesis
MTD3394,280.2191547,0.15748031,net photosynthesis
MTD3394,279.20927559999996,0.62992126,net photosynthesis
MTD3394,277.18951699999997,0.02952756,net photosynthesis
MTD3394,307.398077,1.2893701000000002,net photosynthesis
MTD3394,284.214764,1.7716535,net photosynthesis
MTD3394,308.01279,0.00984252,net photosynthesis
MTD3394,297.123656,3.0413387000000003,net photosynthesis
MTD3394,295.27952799999997,3.6909449999999997,net photosynthesis
MTD3394,300.59237099999996,2.4901574,net photosynthesis
MTD3394,293.523217,3.1200787999999995,net photosynthesis
MTD3395,288.33284499999996,1.4292957,net photosynthesis
MTD3395,285.614222,0.9717222,net photosynthesis
MTD3395,302.29940799999997,0.49217987,net photosynthesis
MTD3395,299.656878,1.3659363000000002,net photosynthesis
MTD3395,297.287691,3.3786426,net photosynthesis
MTD3395,295.02277399999997,1.5895431,net photosynthesis
MTD3395,292.909497,2.3891394,net photosynthesis
MTD3395,290.59797999999995,3.2479806,net photosynthesis
MTD3395,284.08885399999997,0.676429,net photosynthesis
MTD3395,280.178181,0.21929629999999997,net photosynthesis
MTD3395,279.25421129999995,0.64863116,net photosynthesis
MTD3395,303.951416,0.00340431,net photosynthesis
MTD3396,297.46779,2.6151686,net photosynthesis
MTD3396,295.326167,2.9494380000000002,net photosynthesis
MTD3396,299.40216,3.09691,net photosynthesis
MTD3396,286.552418,0.52106744,net photosynthesis
MTD3396,279.2294473,0.009831461,net photosynthesis
MTD3396,301.54378199999996,2.369382,net photosynthesis
MTD3396,303.20181299999996,0.009831461,net photosynthesis
MTD3396,279.29853199999997,0.619382,net photosynthesis
MTD3396,277.22599299999996,0.009831461,net photosynthesis
MTD3396,291.457426,1.8483146000000001,net photosynthesis
MTD3396,288.832211,1.9171348999999998,net photosynthesis
MTD3396,281.301986,0.009831461,net photosynthesis
MTD3396,293.52996499999995,3.09691,net photosynthesis
MTD3396,283.581779,0.9044943999999999,net photosynthesis
MTD3403,312.94152299999996,1.4959818,net photosynthesis
MTD3403,307.896624,3.0607069,net photosynthesis
MTD3403,282.73402699999997,63.84405,net photosynthesis
MTD3403,287.504123,67.044205,net photosynthesis
MTD3403,278.00438199999996,35.284546,net photosynthesis
MTD3403,297.508599,50.885315000000006,net photosynthesis
MTD3403,317.84836399999995,1.7532775,net photosynthesis
MTD3403,302.86253,13.872367,net photosynthesis
MTD3403,292.35675799999996,80.89202,net photosynthesis
MTD3404,288.05717,0.49134982,net photosynthesis
MTD3404,313.01047,0.5149189000000001,net photosynthesis
MTD3404,302.84779199999997,1.2629098,net photosynthesis
MTD3404,317.776797,0.4926592000000001,net photosynthesis
MTD3404,283.15147399999995,1.2147896,net photosynthesis
MTD3404,297.94127699999996,1.2858242,net photosynthesis
MTD3404,307.82390999999996,0.8193528,net photosynthesis
MTD3404,292.89424699999995,1.0291831,net photosynthesis
MTD3404,278.17535699999996,1.6583465,net photosynthesis
MTD3405,278.2835626,3.0475585,net photosynthesis
MTD3405,283.20525899999996,6.123399299999999,net photosynthesis
MTD3405,287.96069,14.233773000000001,net photosynthesis
MTD3405,292.90023499999995,11.2854,net photosynthesis
MTD3405,297.793324,11.05222,net photosynthesis
MTD3405,303.077137,7.4811440000000005,net photosynthesis
MTD3405,307.988562,1.2803148000000002,net photosynthesis
MTD3406,308.18856999999997,0.14872892,net photosynthesis
MTD3406,288.04846799999996,0.12064447,net photosynthesis
MTD3406,283.22286399999996,0.07090335,net photosynthesis
MTD3406,303.153424,0.1275667,net photosynthesis
MTD3406,293.153056,0.08514335,net photosynthesis
MTD3406,278.46938839999996,0.2756034,net photosynthesis
MTD3406,298.188939,0.19115227,net photosynthesis
MTD3407,292.98499,23.270864000000003,net photosynthesis
MTD3407,283.06287299999997,15.279113,net photosynthesis
MTD3407,278.18070969999997,3.5718443,net photosynthesis
MTD3407,297.64528299999995,52.364433,net photosynthesis
MTD3407,302.861771,38.412791999999996,net photosynthesis
MTD3407,308.168932,10.1608,net photosynthesis
MTD3407,287.98885299999995,19.415668,net photosynthesis
MTD3407,313.33754999999996,2.6584299,net photosynthesis
MTD3408,303.09047999999996,3.2226417,net photosynthesis
MTD3408,298.108527,3.2924821000000004,net photosynthesis
MTD3408,292.98271,2.9437783,net photosynthesis
MTD3408,278.1720985,1.1887856,net photosynthesis
MTD3408,282.94712499999997,2.9442772999999995,net photosynthesis
MTD3408,313.116442,0.5587241999999999,net photosynthesis
MTD3408,287.929586,3.0146167,net photosynthesis
MTD3408,308.14410999999996,3.2919834000000003,net photosynthesis
MTD3409,288.17018399999995,29.928007,net photosynthesis
MTD3409,293.10690999999997,54.927845,net photosynthesis
MTD3409,293.110455,45.96775,net photosynthesis
MTD3409,298.11974799999996,67.44811999999999,net photosynthesis
MTD3409,298.12342099999995,58.168022,net photosynthesis
MTD3409,288.13041699999997,40.487835,net photosynthesis
MTD3409,298.12924599999997,43.447865,net photosynthesis
MTD3409,303.101813,67.80798,net photosynthesis
MTD3409,298.084034,67.76784,net photosynthesis
MTD3409,293.10026,71.72803,net photosynthesis
MTD3409,293.103934,62.447926,net photosynthesis
MTD3409,307.08844999999997,65.599846,net photosynthesis
MTD3409,307.087817,67.19986,net photosynthesis
MTD3409,288.13485,29.287714,net photosynthesis
MTD3409,307.088515,65.43984,net photosynthesis
MTD3409,303.104218,61.72792,net photosynthesis
MTD3409,288.17056399999996,28.967996999999997,net photosynthesis
MTD3409,307.08597999999995,71.83991,net photosynthesis
MTD3409,303.104092,62.047924,net photosynthesis
MTD3409,303.102888,65.08795,net photosynthesis
MTD3410,288.173793,6.924564999999999,respiration rate
MTD3410,288.173414,7.2442827,respiration rate
MTD3410,288.13599,8.789491,respiration rate
MTD3410,293.15648999999996,6.5115485,respiration rate
MTD3410,293.15408399999995,8.536427999999999,respiration rate
MTD3410,293.15414799999996,8.483141999999999,respiration rate
MTD3410,298.13190499999996,12.226458000000001,respiration rate
MTD3410,295.145314,9.927181,respiration rate
MTD3410,288.17467999999997,6.178556400000001,respiration rate
MTD3410,293.15680699999996,6.245117,respiration rate
MTD3410,298.13253799999995,11.693594000000001,respiration rate
MTD3410,298.13127199999997,12.759319999999999,respiration rate
MTD3410,303.11403299999995,12.293016999999999,respiration rate
MTD3410,298.16939199999996,10.627963000000001,respiration rate
MTD3410,303.14772,13.891701999999999,respiration rate
MTD3410,303.147593,13.998275,respiration rate
MTD3410,303.14645399999995,14.957428,respiration rate
MTD3410,307.13163599999996,15.447624,respiration rate
MTD3410,307.13068599999997,16.246918,respiration rate
MTD3410,307.13018,16.673208,respiration rate
MTD3410,295.14379299999996,11.206053,respiration rate
MTD3410,295.179825,10.833143,respiration rate
MTD3410,295.1443,10.779762,respiration rate
MTD3415,298.455105,0.61018133,respiration rate
MTD3415,289.339291,0.6450488,respiration rate
MTD3415,288.14377299999995,1.2029288999999999,respiration rate
MTD3415,303.08773299999996,1.8584379,respiration rate
MTD3415,310.758967,2.4407252999999995,respiration rate
MTD3415,311.40653999999995,2.2733612,respiration rate
MTD3415,303.28698599999996,1.1924686000000002,respiration rate
MTD3415,308.367934,1.4016737,respiration rate
MTD3415,302.48997499999996,1.3981868999999998,respiration rate
MTD3415,303.137547,0.62761503,respiration rate
MTD3415,298.455105,0.9762900999999999,respiration rate
MTD3415,284.706663,0.37656903,respiration rate
MTD3415,307.172415,0.88912135,respiration rate
MTD3415,283.16245299999997,0.6799163,respiration rate
MTD3415,298.156227,1.1227336,respiration rate
MTD3415,298.106413,1.3807532,respiration rate
MTD3415,293.623225,1.3563459,respiration rate
MTD3415,293.07527999999996,1.3947002,respiration rate
MTD3415,293.22472,0.4637378,respiration rate
MTD3415,292.826214,1.0913528000000001,respiration rate
MTD3415,307.172415,1.983961,respiration rate
MTD3415,298.0566,0.71478385,respiration rate
MTD3415,290.08648999999997,0.9972106,respiration rate
MTD3415,293.97191799999996,1.1645746000000001,respiration rate
MTD3416,307.190817,6.0165744000000005,net photosynthesis
MTD3416,290.18924599999997,6.4640884000000005,net photosynthesis
MTD3416,303.18767599999995,6.61326,net photosynthesis
MTD3416,283.219074,3.5303866999999998,net photosynthesis
MTD3416,293.156279,7.0607733999999995,net photosynthesis
MTD3416,293.156279,8.104973,net photosynthesis
MTD3416,303.23477199999996,6.2651935,net photosynthesis
MTD3416,293.53304499999996,7.8066297,net photosynthesis
MTD3416,303.23477199999996,5.9668508000000005,net photosynthesis
MTD3416,293.956908,7.906077400000001,net photosynthesis
MTD3416,297.15941799999996,7.707182400000001,net photosynthesis
MTD3416,293.156279,6.5635357,net photosynthesis
MTD3416,311.382338,4.077348000000001,net photosynthesis
MTD3416,310.770094,3.3314917,net photosynthesis
MTD3416,302.669623,6.961326,net photosynthesis
MTD3416,307.190817,4.723757,net photosynthesis
MTD3416,298.38390999999996,7.906077400000001,net photosynthesis
MTD3416,298.14842999999996,8.254144,net photosynthesis
MTD3416,298.19552699999997,6.812155000000001,net photosynthesis
MTD3416,283.17197799999997,3.1823203999999996,net photosynthesis
MTD3416,284.63194699999997,4.6243095,net photosynthesis
MTD3416,308.27401999999995,4.8232045,net photosynthesis
MTD3416,313.171976,2.9834254000000002,net photosynthesis
MTD3416,307.190817,5.2707180000000005,net photosynthesis
MTD3416,289.15313999999995,6.513812000000001,net photosynthesis
MTD3416,288.164129,6.3646407,net photosynthesis
MTD3417,311.33524,13.624310000000001,net photosynthesis
MTD3417,298.14842999999996,15.215469,net photosynthesis
MTD3417,283.219074,3.9281769,net photosynthesis
MTD3417,307.14372,13.624310000000001,net photosynthesis
MTD3417,298.14842999999996,16.359116,net photosynthesis
MTD3417,302.669623,14.917126999999999,net photosynthesis
MTD3417,303.18767599999995,14.966851,net photosynthesis
MTD3417,303.140582,15.662984,net photosynthesis
MTD3417,310.72299799999996,12.928177,net photosynthesis
MTD3417,293.674332,12.679558,net photosynthesis
MTD3417,283.17197799999997,4.226519000000001,net photosynthesis
MTD3417,293.156279,12.480663,net photosynthesis
MTD3417,288.164129,9.397789999999999,net photosynthesis
MTD3417,290.18924599999997,11.685082000000001,net photosynthesis
MTD3417,303.18767599999995,16.906076000000002,net photosynthesis
MTD3417,293.156279,12.9779005,net photosynthesis
MTD3417,293.156279,13.624310000000001,net photosynthesis
MTD3417,307.190817,15.314917999999999,net photosynthesis
MTD3417,293.956908,13.624310000000001,net photosynthesis
MTD3417,298.336813,15.911601999999998,net photosynthesis
MTD3417,298.14842999999996,14.618785,net photosynthesis
MTD3417,297.15941799999996,14.668509,net photosynthesis
MTD3417,284.679042,5.8176794,net photosynthesis
MTD3417,307.09662499999996,14.220995000000002,net photosynthesis
MTD3417,308.32111599999996,14.121547,net photosynthesis
MTD3417,313.171976,10.939226,net photosynthesis
MTD3418,307.190817,25.707182,net photosynthesis
MTD3418,283.12488199999996,3.8287294000000003,net photosynthesis
MTD3418,298.14842999999996,22.027624,net photosynthesis
MTD3418,288.164129,10.093923,net photosynthesis
MTD3418,284.679042,6.0165744000000005,net photosynthesis
MTD3418,283.12488199999996,3.2817678,net photosynthesis
MTD3418,293.156279,15.165745999999999,net photosynthesis
MTD3418,289.15313999999995,12.132597,net photosynthesis
MTD3418,293.956908,17.353592000000003,net photosynthesis
MTD3418,293.156279,16.160221,net photosynthesis
MTD3418,290.14215099999996,13.425414000000002,net photosynthesis
MTD3418,303.281868,24.265194,net photosynthesis
MTD3418,303.140582,26.701658000000002,net photosynthesis
MTD3418,308.36821199999997,25.160221,net photosynthesis
MTD3418,307.190817,27.298341999999998,net photosynthesis
MTD3418,298.19552699999997,23.370165,net photosynthesis
MTD3418,310.770094,22.027624,net photosynthesis
MTD3418,302.622527,25.408839999999998,net photosynthesis
MTD3418,313.171976,19.591160000000002,net photosynthesis
MTD3418,307.14372,24.364641,net photosynthesis
MTD3418,298.38390999999996,22.574585,net photosynthesis
MTD3418,293.156279,18.795579999999998,net photosynthesis
MTD3418,298.14842999999996,21.530386,net photosynthesis
MTD3418,297.112324,20.983425,net photosynthesis
MTD3418,293.627238,16.906076000000002,net photosynthesis
MTD3418,311.382338,23.668509,net photosynthesis
MTD3419,271.214166,5.8138608000000005,net photosynthesis
MTD3419,271.7550227,5.8657254000000005,net photosynthesis
MTD3419,272.23662029999997,6.3391807,net photosynthesis
MTD3419,271.3464284,7.6754482,net photosynthesis
MTD3419,271.4012261,8.0726967,net photosynthesis
MTD3419,265.9864406,8.6954634,net photosynthesis
MTD3419,271.8832294,8.4717119,net photosynthesis
MTD3419,271.0834807,8.8902404,net photosynthesis
MTD3419,271.22507149999996,9.039708899999999,net photosynthesis
MTD3419,270.15187519999995,7.372741400000001,net photosynthesis
MTD3419,269.8323723,8.512858399999999,net photosynthesis
MTD3419,269.77432999999996,8.711129,net photosynthesis
MTD3419,271.13210449999997,5.1931747999999995,net photosynthesis
MTD3419,268.551296,8.4083044,net photosynthesis
MTD3419,270.450198,4.8925882000000005,net photosynthesis
MTD3419,271.7679559,8.719374,net photosynthesis
MTD3419,270.4415459,6.48064,net photosynthesis
MTD3419,258.962784,1.4207661999999996,net photosynthesis
MTD3419,268.0354504,3.76597745,net photosynthesis
MTD3419,266.79524699999996,6.6144435999999995,net photosynthesis
MTD3419,264.986834,3.97669428,net photosynthesis
MTD3419,266.085401,6.2144859,net photosynthesis
MTD3419,266.520042,4.8515206,net photosynthesis
MTD3419,265.46234799999996,5.566748499999999,net photosynthesis
MTD3419,265.471,3.97869662,net photosynthesis
MTD3419,261.372666,3.4406561,net photosynthesis
MTD3419,263.95369949999997,5.411626099999999,net photosynthesis
MTD3419,262.142988,3.1957032,net photosynthesis
MTD3419,261.26604399999997,2.1002663,net photosynthesis
MTD3419,259.221406,1.0,net photosynthesis
MTD3419,267.644251,7.6105094,net photosynthesis
MTD3419,266.47844829999997,7.2582939,net photosynthesis
MTD3419,271.9483016,6.9831489,net photosynthesis
MTD3419,268.5274123,7.564534200000001,net photosynthesis
MTD3419,266.5302714,8.2014354,net photosynthesis
MTD3419,268.632051,4.0413973599999995,net photosynthesis
MTD3419,267.8930034,9.0011151,net photosynthesis
MTD3420,271.85082839999995,4.89372036,net photosynthesis
MTD3420,270.14971199999997,3.4793136999999996,net photosynthesis
MTD3420,272.98585232,5.6638227,net photosynthesis
MTD3420,262.2393345,2.1381199,net photosynthesis
MTD3420,271.216284,6.3478978999999995,net photosynthesis
MTD3420,272.0771842,5.16625655,net photosynthesis
MTD3420,270.73373999999995,6.0496161,net photosynthesis
MTD3420,271.54281679999997,3.92949075,net photosynthesis
MTD3420,269.30647669999996,6.6363347,net photosynthesis
MTD3420,267.239036,4.50437179,net photosynthesis
MTD3420,265.02446199999997,3.2360002,net photosynthesis
MTD3420,261.67594599999995,1.0,net photosynthesis
MTD3420,266.462901,5.8098186,net photosynthesis
MTD3420,267.39896799999997,6.5050281000000005,net photosynthesis
MTD3420,267.51505269999996,6.1104444,net photosynthesis
MTD3420,268.280237,6.8049508,net photosynthesis
MTD3420,268.27536999999995,7.693818800000001,net photosynthesis
MTD3420,270.7245468,7.728589100000001,net photosynthesis
MTD3420,271.16162149999997,5.927920199999999,net photosynthesis
MTD3420,267.25845849999996,6.1587712,net photosynthesis
MTD3420,270.1881515,6.862185,net photosynthesis
MTD3420,270.86329859999995,8.3958261,net photosynthesis
MTD3420,261.362121,1.0974740999999995,net photosynthesis
MTD3420,271.03756059999995,7.7792599,net photosynthesis
MTD3420,266.814264,4.0581797,net photosynthesis
MTD3420,270.2875175,4.31938629,net photosynthesis
MTD3420,269.470374,2.7110868000000004,net photosynthesis
MTD3420,266.9338635,3.0216358,net photosynthesis
MTD3420,262.634679,2.7570303999999997,net photosynthesis
MTD3420,267.88691939999995,5.815678699999999,net photosynthesis
MTD3420,266.7475695,5.8356814,net photosynthesis
MTD3420,268.83096259999996,5.0541323,net photosynthesis
MTD3420,268.0588836,5.618855699999999,net photosynthesis
MTD3420,259.480929,1.3613372,net photosynthesis
MTD3420,267.077482,2.8000048,net photosynthesis
MTD3420,267.102042,3.5161546,net photosynthesis
MTD3420,271.6434895,6.3496559999999995,net photosynthesis
MTD3420,271.32736639999996,6.866873,net photosynthesis
MTD3425,296.892706,9.485628,net photosynthesis
MTD3425,295.09641,9.6005,net photosynthesis
MTD3425,294.817025,9.586686,net photosynthesis
MTD3425,294.19415899999996,9.488495,net photosynthesis
MTD3425,295.858212,9.398711,net photosynthesis
MTD3425,305.289046,6.5883036,net photosynthesis
MTD3425,304.93428,3.5884797999999996,net photosynthesis
MTD3425,289.97224,6.5064215999999995,net photosynthesis
MTD3425,290.48274,6.489118,net photosynthesis
MTD3425,289.880793,6.883298,net photosynthesis
MTD3425,290.35776599999997,6.891445,net photosynthesis
MTD3425,290.57678599999997,6.681267,net photosynthesis
MTD3425,312.47374199999996,2.0945596999999996,net photosynthesis
MTD3425,298.86287,8.987789999999999,net photosynthesis
MTD3425,296.264859,9.592009,net photosynthesis
MTD3425,297.55314899999996,9.392155,net photosynthesis
MTD3425,297.666293,9.475685,net photosynthesis
MTD3425,297.278279,9.192948,net photosynthesis
MTD3425,297.58189799999997,8.887179,net photosynthesis
MTD3425,296.85549,8.986804,net photosynthesis
MTD3425,297.06023799999997,8.687064999999999,net photosynthesis
MTD3425,296.78054299999997,8.686036999999999,net photosynthesis
MTD3425,289.85671299999996,7.196488,net photosynthesis
MTD3425,289.95142999999996,6.685361400000001,net photosynthesis
MTD3425,297.65653299999997,9.200732,net photosynthesis
MTD3425,304.64957,6.4964447,net photosynthesis
MTD3425,304.86096399999997,6.599517,net photosynthesis
MTD3425,309.570567,5.0951934,net photosynthesis
MTD3425,306.76147299999997,5.583554299999999,net photosynthesis
MTD3425,306.38275,5.594949,net photosynthesis
MTD3425,305.92674999999997,5.4014697,net photosynthesis
MTD3425,297.368527,8.189511,net photosynthesis
MTD3425,309.72081,2.9795196,net photosynthesis
MTD3425,292.05203,7.5881643,net photosynthesis
MTD3425,289.15107,7.7948759999999995,net photosynthesis
MTD3425,289.44457,7.9046435,net photosynthesis
MTD3425,289.850596,8.123513,net photosynthesis
MTD3425,290.22812,7.4855576,net photosynthesis
MTD3425,290.749468,7.6984572,net photosynthesis
MTD3425,291.139864,7.207598,net photosynthesis
MTD3425,295.90243399999997,9.609857,net photosynthesis
MTD3425,291.337609,7.1955385,net photosynthesis
MTD3425,295.344538,8.194858,net photosynthesis
MTD3425,295.207266,9.102219999999999,net photosynthesis
MTD3425,296.92197,8.283771,net photosynthesis
MTD3425,304.94053499999995,7.386201400000001,net photosynthesis
MTD3425,304.011437,4.998035400000001,net photosynthesis
MTD3425,304.502682,5.095743,net photosynthesis
MTD3425,304.28614999999996,5.203635,net photosynthesis
MTD3425,304.627299,5.383905400000001,net photosynthesis
MTD3425,304.67400999999995,5.492765400000001,net photosynthesis
MTD3425,304.86661599999996,5.691669999999999,net photosynthesis
MTD3425,303.919835,5.3813047,net photosynthesis
MTD3425,303.78540999999996,5.4958925,net photosynthesis
MTD3425,305.57838999999996,6.1929746,net photosynthesis
MTD3425,291.69307699999996,6.787665400000001,net photosynthesis
MTD3425,289.82309,8.577346,net photosynthesis
MTD3425,307.16769,3.091609,net photosynthesis
MTD3425,305.54731,6.793842999999999,net photosynthesis
MTD3425,304.75473,7.5837145,net photosynthesis
MTD3425,303.39849899999996,7.1951227,net photosynthesis
MTD3425,305.212794,4.9896650000000005,net photosynthesis
MTD3425,306.31994499999996,4.795539,net photosynthesis
MTD3425,302.423994,5.9959690000000005,net photosynthesis
MTD3425,295.945456,9.194442,net photosynthesis
MTD3425,299.37131999999997,5.000158,net photosynthesis
MTD3425,302.835156,6.0038733,net photosynthesis
MTD3425,303.394547,6.00593,net photosynthesis
MTD3425,290.4074,9.583262,net photosynthesis
MTD3425,289.50484,9.484043,net photosynthesis
MTD3425,289.80581099999995,9.286953,net photosynthesis
MTD3425,287.533524,8.677617,net photosynthesis
MTD3425,287.66794699999997,8.563029,net photosynthesis
MTD3425,288.27825299999995,8.501339,net photosynthesis
MTD3425,304.745282,7.2959757,net photosynthesis
MTD3425,300.175164,5.0990142999999994,net photosynthesis
MTD3425,299.775475,5.2957415999999995,net photosynthesis
MTD3425,300.15124,5.4058113,net photosynthesis
MTD3425,293.33660999999995,11.595175,net photosynthesis
MTD3425,292.751942,11.279747,net photosynthesis
MTD3425,291.57933699999995,10.783142,net photosynthesis
MTD3425,291.58151499999997,10.693643,net photosynthesis
MTD3425,290.056399,10.483446,net photosynthesis
MTD3425,289.84484899999995,10.386766,net photosynthesis
MTD3425,291.87900399999995,9.288181,net photosynthesis
MTD3425,289.30791999999997,8.786435,net photosynthesis
MTD3425,296.260548,9.093306,net photosynthesis
MTD3425,291.157421,9.189627,net photosynthesis
MTD3425,291.10857799999997,8.492563,net photosynthesis
MTD3425,289.553404,7.4894705,net photosynthesis
MTD3425,302.708672,5.792425,net photosynthesis
MTD3425,302.532673,5.5871887000000005,net photosynthesis
MTD3425,302.83099999999996,5.498777400000001,net photosynthesis
MTD3425,301.64640799999995,5.4944224,net photosynthesis
MTD3425,291.40405499999997,9.196927,net photosynthesis
MTD3425,289.42557999999997,8.684572,net photosynthesis
MTD3425,289.367085,8.383866000000001,net photosynthesis
MTD3425,289.39703399999996,8.505450999999999,net photosynthesis
MTD3425,305.92076999999995,4.295383999999999,net photosynthesis
MTD3425,306.33224299999995,4.290503,net photosynthesis
MTD3425,306.12287399999997,4.104324,net photosynthesis
MTD3425,305.435862,4.6132727,net photosynthesis
MTD3425,304.65142499999996,4.3930125,net photosynthesis
MTD3425,304.933768,4.285362,net photosynthesis
MTD3425,304.65842999999995,4.105334,net photosynthesis
MTD3425,306.13232,4.392062999999999,net photosynthesis
MTD3425,302.949845,3.9967574999999997,net photosynthesis
MTD3425,305.37865999999997,3.5837199999999996,net photosynthesis
MTD3425,304.40831,2.889662,net photosynthesis
MTD3425,304.18529,2.5883507999999997,net photosynthesis
MTD3425,291.419154,8.576819,net photosynthesis
MTD3425,306.9317,3.9986087999999995,net photosynthesis
MTD3425,309.18571299999996,4.006895,net photosynthesis
MTD3425,305.131009,6.996902,net photosynthesis
MTD3425,305.29366999999996,7.0742210000000005,net photosynthesis
MTD3425,305.566405,6.6852244999999995,net photosynthesis
MTD3425,306.72197,4.502919,net photosynthesis
MTD3425,304.77185299999996,6.8805,net photosynthesis
MTD3425,289.67889399999996,6.3902617,net photosynthesis
MTD3425,303.693497,5.8919473,net photosynthesis
MTD3425,304.09484999999995,6.3026023,net photosynthesis
MTD3425,293.44212799999997,11.991956,net photosynthesis
MTD3425,303.87863,6.397709,net photosynthesis
MTD3425,303.30060799999995,6.485092,net photosynthesis
MTD3425,303.95420099999996,6.6729045,net photosynthesis
MTD3425,305.36166,6.984963400000001,net photosynthesis
MTD3425,303.49321399999997,6.683996700000001,net photosynthesis
MTD3425,303.202095,5.8006325,net photosynthesis
MTD3425,291.181069,6.191194,net photosynthesis
MTD3425,280.184775,6.3937197,net photosynthesis
MTD3425,298.77653399999997,5.100266,net photosynthesis
MTD3425,303.33687799999996,4.995556,net photosynthesis
MTD3425,303.55076299999996,4.996341999999999,net photosynthesis
MTD3425,304.753065,6.9763327,net photosynthesis
MTD3425,303.732844,6.9789753,net photosynthesis
MTD3425,305.826643,7.485360000000001,net photosynthesis
MTD3425,278.4146146,3.4078730000000004,net photosynthesis
MTD3425,307.68915799999996,6.0025377,net photosynthesis
MTD3425,295.03407,8.781912,net photosynthesis
MTD3425,294.85526999999996,8.691747,net photosynthesis
MTD3425,293.835564,7.997507000000001,net photosynthesis
MTD3425,295.039206,8.570948,net photosynthesis
MTD3425,294.632248,8.390435,net photosynthesis
MTD3425,298.538163,6.780862299999999,net photosynthesis
MTD3425,298.838824,6.596558,net photosynthesis
MTD3425,299.318442,6.4960265,net photosynthesis
MTD3425,299.75134699999995,6.2866349999999995,net photosynthesis
MTD3425,293.751946,7.377036599999999,net photosynthesis
MTD3425,293.16619,7.106358999999999,net photosynthesis
MTD3425,293.053978,6.9844713,net photosynthesis
MTD3425,289.25460999999996,7.5970607,net photosynthesis
MTD3425,305.81647699999996,8.5786,net photosynthesis
MTD3425,299.610232,6.676114999999999,net photosynthesis
MTD3425,299.93150199999997,6.996967999999999,net photosynthesis
MTD3425,299.918162,6.86905,net photosynthesis
MTD3425,300.54056199999997,6.98642,net photosynthesis
MTD3425,300.542897,6.890527199999999,net photosynthesis
MTD3425,300.923642,6.796025299999999,net photosynthesis
MTD3425,299.02675999999997,6.9872483999999995,net photosynthesis
MTD3425,298.51159099999995,7.196337700000001,net photosynthesis
MTD3425,299.43076199999996,7.289225,net photosynthesis
MTD3425,295.88960899999995,8.785057,net photosynthesis
MTD3425,295.859194,8.682651,net photosynthesis
MTD3425,297.745789,6.8866377000000005,net photosynthesis
MTD3425,297.830542,6.7846546000000005,net photosynthesis
MTD3425,279.72761959999997,4.895976,net photosynthesis
MTD3425,277.9833263,4.9023504,net photosynthesis
MTD3425,306.671584,5.896502,net photosynthesis
MTD3425,279.4055714,4.6070876,net photosynthesis
MTD3425,281.03687499999995,4.51079,net photosynthesis
MTD3425,290.39149499999996,6.181898,net photosynthesis
MTD3425,292.82946,8.096103999999999,net photosynthesis
MTD3425,302.857382,7.794116000000001,net photosynthesis
MTD3425,303.151194,7.8910979999999995,net photosynthesis
MTD3425,303.359942,8.102848,net photosynthesis
MTD3425,303.931427,8.283965,net photosynthesis
MTD3425,298.296881,7.9052196,net photosynthesis
MTD3425,304.64869699999997,7.8838162,net photosynthesis
MTD3425,292.115797,12.402652999999999,net photosynthesis
MTD3425,293.39708199999995,12.490478,net photosynthesis
MTD3425,295.06445199999996,11.58874,net photosynthesis
MTD3425,293.84719099999995,8.195746,net photosynthesis
MTD3425,293.33466799999997,8.296157000000001,net photosynthesis
MTD3425,292.921017,8.390537,net photosynthesis
MTD3425,296.27284499999996,8.588269,net photosynthesis
MTD3425,305.021973,8.096171,net photosynthesis
MTD3425,304.721,8.293262,net photosynthesis
MTD3425,305.06635,8.300924,net photosynthesis
MTD3425,297.835057,6.5992618,net photosynthesis
MTD3425,304.412756,8.113112,net photosynthesis
MTD3425,298.47085599999997,8.193563000000001,net photosynthesis
